DATE,LOCATION,PRICE (AED),Type,Beds,BUILT-UP,PLOT,FLOOR
"18 Apr
2025","La Rive Tower 2
Jumeirah
La Mer
Port de La Mer","3,750,000
Rented at time of sale",Apartment,2,"1,306",-,2
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","3,625,000",Apartment,2,"1,601",-,7
"18 Apr
2025","105 Residences by Kamdar
Jumeirah Village Circle (JVC)
JVC District 13","648,960",Apartment,Studio,424,-,5
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","2,128,000",Apartment,1,866,-,11
"18 Apr
2025","Binghatti Skyrise Tower B
Business Bay
Binghatti Skyrise","2,131,999",Apartment,1,849,-,46
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","20,251,888",Villa,5,"10,363","10,375",-
"18 Apr
2025","Building 114
Discovery Gardens
Contemporary","1,150,000
Rented at time of sale",Apartment,2,"1,396",-,Ground
"18 Apr
2025","The Autograph
Jumeirah Village Circle (JVC)
JVC District 10","700,000
Vacant at time of sale",Apartment,Studio,407,-,1
"18 Apr
2025","AG Ark Tower
Dubai Land Residence Complex","822,551",Apartment,1,715,-,5
"18 Apr
2025","Binghatti Skyrise Tower B
Business Bay
Binghatti Skyrise","1,128,946",Apartment,Studio,434,-,48
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","20,386,888",Villa,5,"10,394","10,377",-
"18 Apr
2025","Cove Edition Residence 4 by Imtiaz
Dubai Land Residence Complex","728,398",Apartment,Studio,544,-,10
"18 Apr
2025","Ruba
Arabian Ranches 3","4,470,000
Vacant at time of sale",Villa,4,"2,517","2,686",-
"18 Apr
2025","Azizi Star
Al Furjan","480,000
Rented at time of sale",Hotel Apartment,Studio,397,-,7
"18 Apr
2025","South Garden C
Wasl Gate
South Garden","1,739,000",Apartment,2,"1,299",-,1
"18 Apr
2025","Building 207
Discovery Gardens
Mogul","715,000
Vacant at time of sale",Apartment,1,969,-,3
"18 Apr
2025","Malta
DAMAC Lagoons","2,390,000",Townhouse,4,"2,273","1,554",-
"18 Apr
2025","Maldives 1
Dubailand
DAMAC Islands","2,407,000",Villa,4,"2,194","1,550",-
"18 Apr
2025","Golf Place I
Dubai Hills Estate
Golf Place Terraces","16,500,000
Vacant at time of sale",Villa,4,"5,360","7,782",-
"18 Apr
2025","Sidr Residences
Expo City","1,885,000",Apartment,1,980,-,3
"18 Apr
2025","Skyhills Residence 2
Jumeirah Village Circle (JVC)
JVC District 18","700,206",Apartment,Studio,415,-,7
"18 Apr
2025","Burj Khalifa
Downtown Dubai","5,616,683
Rented at time of sale",Apartment,2,"2,053",-,46
"18 Apr
2025","Hub Canal 2
Dubai Sports City","620,000
Rented at time of sale",Apartment,1,"1,020",-,7
"18 Apr
2025","Skyhills Residence 2
Jumeirah Village Circle (JVC)
JVC District 18","1,346,049",Apartment,1,906,-,6
"18 Apr
2025","Bali
Dubailand
DAMAC Islands","7,066,000",Villa,6,"4,441","5,625",-
"18 Apr
2025","Downtown Views II Tower 3
Za'abeel
Za'abeel 2
Downtown Views II","2,025,000
Vacant at time of sale",Apartment,1,774,-,33
"18 Apr
2025","Harbour Gate Tower 1
Dubai Creek Harbour
Harbour Gate","3,000,139
Rented at time of sale",Apartment,3,"1,640",-,26
"18 Apr
2025","First Central Hotel Suites
Barsha Heights (Tecom)","874,000
Vacant at time of sale",Hotel Apartment,1,464,-,4
"18 Apr
2025","105 Residences by Kamdar
Jumeirah Village Circle (JVC)
JVC District 13","1,108,800",Apartment,1,746,-,5
"18 Apr
2025","Vanguard by Frank Muller
Dubai Marina","2,167,888",Apartment,1,779,-,17
"18 Apr
2025","Bay Grove Residences C Building 9
Dubai Islands
Bay Grove Residences C","8,713,000",Apartment,4,"3,372",-,10
"18 Apr
2025","Me Do Re 2
Jumeirah Lake Towers (JLT)
JLT Cluster G","2,309,000",Apartment,1,994,-,30
"18 Apr
2025","Sobha One Tower E
Sobha Hartland
Sobha One","2,540,817",Apartment,2,"1,142",-,39
"18 Apr
2025","Bali
Dubailand
DAMAC Islands","2,377,000",Villa,4,"2,194","1,550",-
"18 Apr
2025","Harmony 3
Tilal Al Ghaf
Harmony","7,800,000
Vacant at time of sale",Villa,4,"4,062","5,016",-
"18 Apr
2025","Al Khail Heights Building 2A
Al Quoz
Al Quoz 4
Al Khail Heights","540,000
Rented at time of sale",Apartment,Studio,891,-,1
"18 Apr
2025","Meydan Business Park
Meydan City","2,527,003",Apartment,1,974,-,8
"18 Apr
2025","Frond E
Palm Jebel Ali","19,901,000",Villa,6,"7,677","7,563",-
"18 Apr
2025","Al Waha Residences
Expo City","1,976,000",Apartment,1,785,-,1
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","25,539,888",Villa,6,"12,777","17,622",-
"18 Apr
2025","Ashton Park Residences The Second
Jumeirah Village Circle (JVC)
JVC District 14","740,027",Apartment,Studio,385,-,3
"18 Apr
2025","Saba Tower 3
Jumeirah Lake Towers (JLT)
JLT Cluster Q","1,550,000
Vacant at time of sale",Apartment,2,"1,361",-,2
"18 Apr
2025","Fox Hill 8
Motor City
Uptown Motor City
Fox Hill","1,199,999
Vacant at time of sale",Apartment,1,"1,646",-,2
"18 Apr
2025","Skyhills Residence 2
Jumeirah Village Circle (JVC)
JVC District 18","693,930",Apartment,Studio,415,-,14
"18 Apr
2025",Hadaeq Sheikh Mohammed Bin Rashid,"1,300,000",Villa,3,"1,727",853,-
"18 Apr
2025","Expo Golf Villas 3 (Parkside 3)
Dubai South
Emaar South
Expo Golf Villas","2,050,000
Vacant at time of sale",Villa,3,"1,947","1,709",-
"18 Apr
2025","Garden Hall
Jumeirah Islands
Oasis Cluster","20,000,000
Vacant at time of sale",Villa,4,"5,177","11,051",-
"18 Apr
2025","Tower D
Business Bay
DAMAC Towers by Paramount Hotels and Resorts","1,700,000
Rented at time of sale",Apartment,2,"1,517",-,54
"18 Apr
2025","Skyhills Residence 2
Jumeirah Village Circle (JVC)
JVC District 18","1,389,548",Apartment,1,856,-,20
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","3,263,000",Apartment,2,"1,313",-,9
"18 Apr
2025","Bora Bora 2
Dubailand
DAMAC Islands","2,361,000",Villa,4,"2,194","1,550",-
"18 Apr
2025","Azizi Venice 14 Building E
Dubai South
Azizi Venice
Azizi Venice 14","1,050,000",Apartment,1,730,-,9
"18 Apr
2025","Mira Oasis 2
Reem
Mira Oasis","3,900,000
Vacant at time of sale",Villa,4,"2,818","3,808",-
"18 Apr
2025","Celine by Vision
Liwan","756,200",Apartment,1,655,-,8
"18 Apr
2025","Fiji 1
Dubailand
DAMAC Islands","2,330,000",Villa,4,"2,194","1,550",-
"18 Apr
2025","DAMAC Bay Tower B
Dubai Harbour
DAMAC Bay by Cavalli","4,126,500",Apartment,1,"1,234",-,39
"18 Apr
2025","Safa Two by De Grisogono
Business Bay
Aykon City","2,138,000",Apartment,1,789,-,56
"18 Apr
2025","Binghatti Skyrise Tower C
Business Bay
Binghatti Skyrise","1,803,999",Apartment,1,762,-,17
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","18,712,888",Villa,5,"10,394","10,334",-
"18 Apr
2025","Regalia by Deyaar
Business Bay","1,080,000",Apartment,1,725,-,5
"18 Apr
2025","Hatimi Residences
Dubai Islands","2,340,000",Apartment,1,849,-,4
"18 Apr
2025","One Beverly
Arjan","1,127,000",Apartment,1,745,-,3
"18 Apr
2025","Al Twar 2
Al Twar","3,500,000
Vacant at time of sale",Residential Plot,-,-,"14,963",-
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","1,873,888",Apartment,1,729,-,8
"18 Apr
2025","Ciel Tower
Dubai Marina","1,100,000",Hotel Apartment,1,171,-,71
"18 Apr
2025","Timez By Danube
Dubai Silicon Oasis (DSO)","1,324,000",Apartment,1,728,-,7
"18 Apr
2025","One Sky Park by IMAN
Jumeirah Village Circle (JVC)
JVC District 15","755,918",Apartment,Studio,417,-,10
"18 Apr
2025","Azizi Beach Oasis (Azizi Mirage 1)
Dubai Studio City","730,000",Apartment,1,667,-,3
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","2,882,888",Apartment,2,"1,071",-,17
"18 Apr
2025","MAG 980
Mohammed Bin Rashid City
District 7
MAG City","1,300,000
Vacant at time of sale",Apartment,1,796,-,3
"18 Apr
2025","Attessa
Dubai Marina
Marina Promenade","1,900,000
Rented at time of sale",Apartment,1,"1,031",-,13
"18 Apr
2025","Floarea Grande
Arjan","700,000",Apartment,Studio,424,-,3
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","1,891,888",Apartment,1,733,-,10
"18 Apr
2025","Azizi Venice 13 Building B
Dubai South
Azizi Venice
Azizi Venice 13","650,000",Apartment,Studio,381,-,9
"18 Apr
2025","Binghatti Skyrise Tower A
Business Bay
Binghatti Skyrise","1,444,999",Apartment,Studio,465,-,46
"18 Apr
2025","Verano by Prescott
Dubai Studio City","645,000",Apartment,Studio,418,-,4
"18 Apr
2025","Golf Views Seven City
Jumeirah Lake Towers (JLT)","580,000",Apartment,Studio,415,-,11
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","1,914,888",Apartment,1,730,-,18
"18 Apr
2025","Cove Living Residence By Imtiaz
Dubai Land Residence Complex","761,559",Apartment,Studio,424,-,7
"18 Apr
2025","Canal Front Residences 8
Al Wasl
Canal Front Residences","4,747,116
Vacant at time of sale",Apartment,2,"1,563",-,5
"18 Apr
2025","Princess Tower
Dubai Marina","1,823,000
Vacant at time of sale",Apartment,2,"1,314",-,9
"18 Apr
2025","The Haven II Residences
Majan","990,335",Apartment,1,786,-,7
"18 Apr
2025","Violet 4
DAMAC Hills 2 (Akoya by DAMAC)","2,108,000",Villa,4,"2,345","1,208",-
"18 Apr
2025",Hadaeq Sheikh Mohammed Bin Rashid,"25,000,000
Rented at time of sale",Villa,4,"14,118","10,481",-
"18 Apr
2025","Frond E
Palm Jebel Ali","22,997,000",Villa,6,"8,293","7,565",-
"18 Apr
2025","One Beverly
Arjan","672,000",Apartment,Studio,385,-,3
"18 Apr
2025","The First Collection at Dubai Studio City
Dubai Studio City","1,015,000",Hotel Apartment,Studio,296,-,4
"18 Apr
2025","Cove Edition Residence 3 by Imtiaz
Dubai Land Residence Complex","1,001,554",Apartment,1,868,-,8
"18 Apr
2025","Artesia C
DAMAC Hills
Artesia","589,000
Rented at time of sale",Hotel Apartment,Studio,473,-,22
"18 Apr
2025","Cove Edition Residence 4 by Imtiaz
Dubai Land Residence Complex","743,932",Apartment,Studio,419,-,7
"18 Apr
2025","Binghatti Elite
Dubai Production City (IMPZ)","500,000",Apartment,Studio,378,-,18
"18 Apr
2025","Violet 4
DAMAC Hills 2 (Akoya by DAMAC)","2,004,900",Villa,4,"2,345","1,208",-
"18 Apr
2025","Rukan 3
Dubailand
Rukan","860,000",Villa,1,719,569,-
"18 Apr
2025","The Springs 15
The Springs","3,400,000
Rented at time of sale",Villa,3,"1,642","2,006",-
"18 Apr
2025","The Nest
Al Barari","45,000,000
Vacant at time of sale",Villa,4,"7,463","10,725",-
"18 Apr
2025","MAG 890
Mohammed Bin Rashid City
District 7
MAG City","1,250,000
Vacant at time of sale",Apartment,1,750,-,6
"18 Apr
2025","Lolena Residence
Jumeirah Village Circle (JVC)
JVC District 12","715,000
Vacant at time of sale",Apartment,1,814,-,4
"18 Apr
2025","The Nest
Al Barari","54,000,000
Vacant at time of sale",Villa,4,"10,587","17,266",-
"18 Apr
2025","DAMAC Maison Aykon City
Business Bay
Aykon City","750,000
Vacant at time of sale",Hotel Apartment,Studio,460,-,16
"18 Apr
2025",Athlon by Aldar,"3,910,383",Villa,4,"3,113","2,984",-
"18 Apr
2025","Santorini Residences by Loutraki
Jumeirah Village Triangle (JVT)
JVT District 2","647,888",Apartment,Studio,370,-,9
"18 Apr
2025","Skycourts Tower D
Dubai Land Residence Complex
Skycourts Towers","900,000
Vacant at time of sale",Apartment,2,"1,287",-,3
"18 Apr
2025","Sobha One Tower C
Sobha Hartland
Sobha One","3,568,570",Apartment,2,"1,660",-,12
"18 Apr
2025","Cove Edition Residence 4 by Imtiaz
Dubai Land Residence Complex","648,933",Apartment,Studio,419,-,7
"18 Apr
2025","Burj Binghatti Jacob & Co Residences
Business Bay","7,435,800",Apartment,2,"3,287",-,15
"18 Apr
2025","Binghatti Skyrise Tower A
Business Bay
Binghatti Skyrise","1,088,800",Apartment,Studio,422,-,19
"18 Apr
2025","Nara
The Valley by Emaar","2,800,000
Vacant at time of sale",Villa,3,"1,881","1,873",-
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","1,780,888",Apartment,1,727,-,10
"18 Apr
2025","Evergr1n House
Al Satwa
Jumeirah Garden City","2,364,684",Apartment,2,"1,124",-,1
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","20,129,888",Villa,5,"10,311","10,333",-
"18 Apr
2025","Olympic Park 4
Dubai Sports City
Olympic Park","1,080,000
Rented at time of sale",Apartment,2,"1,591",-,4
"18 Apr
2025","The Hub Residences by ZaZEN
Al Furjan","1,965,000",Apartment,2,"1,491",-,6
"18 Apr
2025","Malta
DAMAC Lagoons","2,250,000",Townhouse,4,"2,273","1,550",-
"18 Apr
2025","Sobha One Tower B
Sobha Hartland
Sobha One","2,085,014",Apartment,2,"1,017",-,8
"18 Apr
2025","Millennium Atria
Business Bay
The Atria","900,000
Vacant at time of sale",Hotel Apartment,Studio,558,-,20
"18 Apr
2025","Timez By Danube
Dubai Silicon Oasis (DSO)","798,930",Apartment,Studio,387,-,21
"18 Apr
2025","Sidra 2
Dubai Hills Estate
Sidra Villas","14,950,000
Vacant at time of sale",Villa,4,"3,456","4,680",-
"18 Apr
2025","Cove Living Residence By Imtiaz
Dubai Land Residence Complex","662,245",Apartment,Studio,462,-,7
"18 Apr
2025","105 Residences by Kamdar
Jumeirah Village Circle (JVC)
JVC District 13","682,000",Apartment,Studio,428,-,5
"18 Apr
2025","Peninsula One
Business Bay
Peninsula","1,850,000",Apartment,1,674,-,25
"18 Apr
2025","Rahaal Building 2
Umm Suqeim
Madinat Jumeirah Living
Rahaal","2,450,000
Vacant at time of sale",Apartment,1,836,-,7
"18 Apr
2025","Binghatti Skyrise Tower B
Business Bay
Binghatti Skyrise","1,150,000",Apartment,Studio,477,-,29
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","19,972,290",Villa,5,"10,394","10,332",-
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","1,766,888",Apartment,1,727,-,6
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","3,233,000",Apartment,2,"1,313",-,8
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","2,890,888",Apartment,2,"1,075",-,11
"18 Apr
2025","Hatimi Residences
Dubai Islands","6,400,000",Apartment,3,"1,923",-,4
"18 Apr
2025","District 2
Jumeirah Park","11,300,000
Vacant at time of sale",Villa,5,"5,436","8,612",-
"18 Apr
2025","Parkwood Tower B
Dubai Hills Estate
Parkwood","2,998,888",Apartment,2,"1,176",-,6
"18 Apr
2025","Vincitore Dolce Vita
Arjan","1,088,780",Apartment,1,692,-,16
"18 Apr
2025","Silicon Heights 1
Dubai Silicon Oasis (DSO)
Silicon Heights","430,000
Vacant at time of sale",Apartment,Studio,486,-,6
"18 Apr
2025","Shamal Residences 2
Jumeirah Village Circle (JVC)
JVC District 14
Shamal Residences","1,280,000
Vacant at time of sale",Apartment,2,"1,820",-,4
"18 Apr
2025","Verano by Prescott
Dubai Studio City","654,750",Apartment,Studio,427,-,5
"18 Apr
2025","Tierra Address Villas
The Oasis by Emaar","19,829,888",Villa,5,"10,394","12,282",-
"18 Apr
2025","Hatimi Residences
Dubai Islands","2,350,000",Apartment,1,"1,080",-,1
"18 Apr
2025","Azizi Roy Mediterranean
Al Furjan","500,000
Vacant at time of sale",Hotel Apartment,Studio,406,-,1
"18 Apr
2025","EMR-06
International City
Emirates Cluster","260,000
Rented at time of sale",Apartment,Studio,507,-,1
"18 Apr
2025","BNH Townhouses
Al Furjan
Al Furjan West","3,300,000
Vacant at time of sale",Villa,3,"2,441","2,137",-
"18 Apr
2025","Azizi Beach Oasis (Azizi Mirage 1)
Dubai Studio City","490,000",Apartment,Studio,358,-,2
"18 Apr
2025","One Park Square by Iman
Jumeirah Village Circle (JVC)
JVC District 11","777,148",Apartment,Studio,429,-,5
"18 Apr
2025","Bay Grove Residences C Building 11
Dubai Islands
Bay Grove Residences C","3,565,000",Apartment,2,"1,615",-,5
"18 Apr
2025","Sherena Residence
Majan","1,050,000
Vacant at time of sale",Apartment,2,"1,350",-,10
"18 Apr
2025","Dubai Style
Al Furjan
Al Furjan Villas","4,237,292
Rented at time of sale",Villa,3,"3,469","6,458",-
"18 Apr
2025","Amwaj 4
Jumeirah Beach Residence (JBR)
Amwaj","2,000,000
Vacant at time of sale",Apartment,2,"1,276",-,25
"18 Apr
2025","Azizi Aura
Jebel Ali
Downtown Jebel Ali","437,360
Vacant at time of sale",Apartment,Studio,353,-,13
"18 Apr
2025","Expo Golf Villas 5 (Greenviews 2)
Dubai South
Emaar South
Expo Golf Villas","2,300,000
Vacant at time of sale",Villa,3,"1,906","1,607",-
"18 Apr
2025","One at Palm Jumeirah
Palm Jumeirah","23,500,000
Vacant at time of sale",Apartment,3,"3,047",-,2
"18 Apr
2025","South Garden C
Wasl Gate
South Garden","1,512,000",Apartment,2,"1,189",-,4
"18 Apr
2025","Bay Grove Residences C Building 10
Dubai Islands
Bay Grove Residences C","3,133,000",Apartment,2,"1,605",-,1
"18 Apr
2025","Casa Dora
Serena","3,250,000
Vacant at time of sale",Villa,3,"2,295","2,778",-
"18 Apr
2025","Reportage Village
Dubailand","1,080,000",Villa,2,"1,146","1,042",-
"18 Apr
2025","Karma Residence
Liwan","1,200,000
Vacant at time of sale",Apartment,2,"1,161",-,5
"17 Apr
2025","City Walk Crestlane 3 Building A
Al Wasl
City Walk
City Walk Crestlane 3","2,643,000",Apartment,1,808,-,6
"17 Apr
2025","Azizi Berton
Al Furjan","530,000
Rented at time of sale",Hotel Apartment,Studio,388,-,6
"17 Apr
2025","Bay Villas
Dubai Islands","6,320,000",Villa,4,"3,877","3,835",-
"17 Apr
2025","Nobles Tower
Business Bay","1,145,257
Vacant at time of sale",Apartment,1,829,-,41
"17 Apr
2025","Stadium Point
Dubai Sports City","760,000
Vacant at time of sale",Apartment,1,"1,014",-,19
"17 Apr
2025","Claren Tower 1
Downtown Dubai
Claren Towers","1,625,000
Vacant at time of sale",Apartment,1,867,-,3
"17 Apr
2025","The Pulse Townhouses
Dubai South
Residential District
The Pulse","1,600,000
Vacant at time of sale",Villa,2,-,"1,721",GF
"17 Apr
2025","Grandala by Palladium
Al Satwa
Jumeirah Garden City","1,174,040",Apartment,1,556,-,7
"17 Apr
2025","La Boutique by LMD
Culture Village (Jaddaf Waterfront)","903,000",Apartment,1,479,-,7
"17 Apr
2025","Binghatti Elite
Dubai Production City (IMPZ)","594,000",Apartment,Studio,376,-,3
"17 Apr
2025","The Pulse Beachfront
Dubai South
Residential District
The Pulse","3,775,000
Vacant at time of sale",Villa,3,"2,751","3,132",-
"17 Apr
2025","Vincitore Benessere
Arjan","615,000
Vacant at time of sale",Apartment,Studio,377,-,1
"17 Apr
2025","The First Collection at Dubai Studio City
Dubai Studio City","1,051,650",Hotel Apartment,Studio,289,-,4
"17 Apr
2025","Tierra Address Villas
The Oasis by Emaar","14,082,888",Villa,4,"7,297","9,597",-
"17 Apr
2025","Seventh Heaven
Al Barari","5,800,000
Rented at time of sale",Apartment,2,"3,501",-,5
"17 Apr
2025","Botanica Tower
Dubai Marina","1,500,000
Vacant at time of sale",Apartment,1,830,-,8
"17 Apr
2025","Maimoon Gardens Tower A
Jumeirah Village Circle (JVC)
JVC District 11
Maimoon Gardens","830,000",Apartment,1,576,-,11
"17 Apr
2025","Golf Tower 1
The Views
Golf Tower","4,280,000
Vacant at time of sale",Apartment,3,"1,974",-,21
"17 Apr
2025","Weybridge Gardens 2
Dubai Land Residence Complex","585,348",Apartment,Studio,455,-,2
"17 Apr
2025","City Walk Crestlane 3 Building A
Al Wasl
City Walk
City Walk Crestlane 3","3,291,000",Apartment,2,"1,241",-,1
"17 Apr
2025","Beachfront Gates 2
Dubai South
Residential District
Beachfront Gates","1,199,934",Apartment,1,860,-,6
"17 Apr
2025","City Walk Crestlane 3 Building A
Al Wasl
City Walk
City Walk Crestlane 3","2,622,000",Apartment,1,807,-,3
"17 Apr
2025","Silicon Gates 1
Dubai Silicon Oasis (DSO)
Silicon Gates","525,000
Rented at time of sale",Apartment,1,803,-,11
"17 Apr
2025","Serenia District West Residence
Jumeirah Islands
Serenia District","4,546,000",Apartment,2,"1,378",-,44
"17 Apr
2025","Skyvue Solair
Bukadra
Sobha Hartland 2","2,587,100",Apartment,2,"1,035",-,57
"17 Apr
2025","Aykon City Tower C
Business Bay
Aykon City","1,470,000
Vacant at time of sale",Apartment,2,810,-,39
"17 Apr
2025","Eden House The Park Building F
Al Wasl
Eden House The Park","12,503,875",Apartment,3,"2,393",-,9
"17 Apr
2025","City Walk Crestlane 3 Building A
Al Wasl
City Walk
City Walk Crestlane 3","3,343,000",Apartment,2,"1,239",-,8
"17 Apr
2025","Amaal 8
Ras Al Khor
Ras Al Khor Industrial
Ras Al Khor Industrial 1","1,979,888",Apartment,1,879,-,38
"17 Apr
2025","ELO 2
DAMAC Hills 2 (Akoya by DAMAC)","704,000",Apartment,1,555,-,6
"17 Apr
2025","Bliss
Arabian Ranches 3","3,200,000
Vacant at time of sale",Villa,3,"2,206","1,373",-
"17 Apr
2025","Plazzo Residence
Jumeirah Village Triangle (JVT)
JVT District 2","1,500,000
Vacant at time of sale",Apartment,2,"2,422",-,1
"17 Apr
2025","The Boulevard by Prestige One
Dubai Land Residence Complex","688,000",Apartment,Studio,466,-,4
"17 Apr
2025","Santorini
DAMAC Lagoons","2,700,000",Townhouse,4,"2,200","1,550",-
"17 Apr
2025","Azizi Riviera 61
Meydan City
Meydan One
Azizi Riviera","837,265
Vacant at time of sale",Apartment,Studio,363,-,2
"17 Apr
2025","City Walk Crestlane 2 Building A
Al Wasl
City Walk
City Walk Crestlane 2","2,640,000",Apartment,1,807,-,6
"17 Apr
2025","The First Collection at Dubai Sports City
Dubai Sports City","992,000",Hotel Apartment,Studio,314,-,6
"17 Apr
2025","Cedar at Creek Beach Building 2
Dubai Creek Harbour
Cedar at Creek Beach","2,093,888",Apartment,2,"1,015",-,5
"17 Apr
2025","Binghatti Elite
Dubai Production City (IMPZ)","500,000",Apartment,Studio,368,-,11
"17 Apr
2025","Skyvue Solair
Bukadra
Sobha Hartland 2","1,297,085",Apartment,1,534,-,34
"17 Apr
2025","Platinum One
Arjan","396,000
Vacant at time of sale",Apartment,1,728,-,2
"17 Apr
2025","Aster
DAMAC Hills 2 (Akoya by DAMAC)","1,650,000
Rented at time of sale",Villa,3,"1,789","1,882",-
"17 Apr
2025","Canal Crown Tower 1
Business Bay
Canal Crown","2,493,120",Apartment,1,913,-,29
"17 Apr
2025","Golf Lane
Dubai South
Emaar South","4,487,888",Villa,4,"4,043","3,346",-
"17 Apr
2025","Ikarus Building
Dubai Production City (IMPZ)","840,888
Rented at time of sale",Apartment,2,976,-,9
"17 Apr
2025","The Vyne Residences
Jumeirah Village Triangle (JVT)
JVT District 5","1,111,222",Apartment,1,823,-,5
"17 Apr
2025","City Walk Crestlane 2 Building A
Al Wasl
City Walk
City Walk Crestlane 2","3,278,000",Apartment,2,"1,183",-,4
"17 Apr
2025","Creekside 18 Tower B
Dubai Creek Harbour
Creekside 18","2,300,000
Rented at time of sale",Apartment,2,"1,123",-,10
"17 Apr
2025","The Springs 3
The Springs","2,500,000
Rented at time of sale",Villa,3,"2,359","2,291",-
"17 Apr
2025","City Walk Crestlane 2 Building B
Al Wasl
City Walk
City Walk Crestlane 2","3,265,000",Apartment,2,"1,185",-,2
"17 Apr
2025","One Sky Park by IMAN
Jumeirah Village Circle (JVC)
JVC District 15","954,610",Apartment,Studio,456,-,6
"17 Apr
2025","Six Senses Hotel
Palm Jumeirah
Six Senses Residences","22,200,000",Apartment,3,"3,556",-,8
"17 Apr
2025","Al Dhafrah 1
The Greens
Al Dhafrah","1,790,000
Vacant at time of sale",Apartment,2,"1,489",-,1
"17 Apr
2025","Attareen
Downtown Dubai
The Old Town Island","3,600,000
Vacant at time of sale",Apartment,2,"2,055",-,5
"17 Apr
2025","Violet 4
DAMAC Hills 2 (Akoya by DAMAC)","2,343,000",Villa,4,"2,407","1,868",-
"17 Apr
2025","Elbrus Tower
Jumeirah Village Triangle (JVT)
JVT District 4","1,169,097",Apartment,1,771,-,10
"17 Apr
2025","The Boulevard by Prestige One
Dubai Land Residence Complex","715,000",Apartment,Studio,466,-,7
"17 Apr
2025","The Vyne Residences
Jumeirah Village Triangle (JVT)
JVT District 5","1,088,222",Apartment,1,729,-,8
"17 Apr
2025","Azizi Riviera 61
Meydan City
Meydan One
Azizi Riviera","841,555
Vacant at time of sale",Apartment,Studio,363,-,5
"17 Apr
2025","Sobha Orbis Tower F
Motor City
Sobha Orbis","1,117,673",Apartment,1,611,-,10
"17 Apr
2025","Verano by Prescott
Dubai Studio City","1,067,000",Apartment,1,772,-,2
"17 Apr
2025","One Sky Park by IMAN
Jumeirah Village Circle (JVC)
JVC District 15","906,279",Apartment,Studio,421,-,6
"17 Apr
2025","Verano by Prescott
Dubai Studio City","1,020,000",Apartment,1,794,-,6
"17 Apr
2025","Six Senses Residences Dubai Marina
Dubai Marina","9,309,000",Apartment,3,"3,409",-,13
"17 Apr
2025","Harmony 2
Tilal Al Ghaf
Harmony","8,200,000
Vacant at time of sale",Villa,4,"4,099","4,825",-
"17 Apr
2025","Azizi Venice 4 Building B
Dubai South
Azizi Venice
Azizi Venice 4","613,000",Apartment,Studio,359,-,12
"17 Apr
2025","Binghatti Ghost
Al Jaddaf
Dubai Healthcare City Phase 2","859,000",Apartment,Studio,436,-,16
"17 Apr
2025","European
Dubai Sports City
Canal Residence West","443,108
Vacant at time of sale",Apartment,Studio,686,-,1
"17 Apr
2025","One Park Square by Iman
Jumeirah Village Circle (JVC)
JVC District 11","815,773",Apartment,Studio,427,-,20
"17 Apr
2025","West Tower
Jumeirah Village Circle (JVC)
JVC District 10
Luma 22","1,360,000
Vacant at time of sale",Apartment,1,865,-,1
"17 Apr
2025","The Vyne Residences
Jumeirah Village Triangle (JVT)
JVT District 5","1,051,222",Apartment,1,705,-,8
"17 Apr
2025","Marquis Insignia
Arjan","1,819,657",Apartment,2,"1,235",-,2
"17 Apr
2025","Orion Building
Arjan","1,298,570
Rented at time of sale",Apartment,2,"1,427",-,7
"17 Apr
2025","City Walk Crestlane 2 Building A
Al Wasl
City Walk
City Walk Crestlane 2","4,598,000",Apartment,2,"1,494",-,3
"17 Apr
2025","Gharbi I Residences
Arjan","1,229,833",Apartment,1,"1,049",-,2
"17 Apr
2025","Skyvue Solair
Bukadra
Sobha Hartland 2","1,329,120",Apartment,1,554,-,12
"17 Apr
2025","Sherlock House 1
Motor City
Uptown Motor City
Sherlock House","890,000
Vacant at time of sale",Apartment,1,"1,038",-,Ground
"17 Apr
2025","The Hub Residences by ZaZEN
Al Furjan","1,100,000",Apartment,1,813,-,5
"17 Apr
2025","Executive Tower C
Business Bay
Executive Towers","2,830,000
Vacant at time of sale",Apartment,3,"2,049",-,6
"17 Apr
2025","Tierra Address Villas
The Oasis by Emaar","13,467,888",Villa,4,"7,269","10,333",-
